State;Profession;Profesion Key;Agree terms conditions;Card Mastercard;Source;Edad;Region Pais
4;docente;34;VERDADERO;FALSO;;34;La Araucanía
4;Ingeniero en Prevenci??n de Riesgos;1331;VERDADERO;VERDADERO;;26;Valparaíso
4;SECRETARIA(O);133;VERDADERO;FALSO;;54;Bío-Bío
4;paradocente;3098;VERDADERO;FALSO;;33;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;35;Libertador General Bernardo OHiggins
4;SECRETARIA(O);133;VERDADERO;FALSO;;56;Región Metropolitana de Santiago
4;T?©cnico Electr??nico e inform?°tico;3099;VERDADERO;FALSO;;27;Tarapacá
4;trabajador agricola;1028;VERDADERO;VERDADERO;;22;La Araucanía
4;particular;123;VERDADERO;FALSO;;18;Maule
4;empresario;141;VERDADERO;FALSO;;27;Maule
4;conductor licencias B;3100;VERDADERO;FALSO;;46;Coquimbo
4;jefe rehh;3101;VERDADERO;FALSO;;34;Región Metropolitana de Santiago
4;operador;150;VERDADERO;VERDADERO;;48;Maule
4;due?±a de casa;8;VERDADERO;FALSO;;21;Los Lagos
4;mec?°nico;79;VERDADERO;FALSO;;30;Coquimbo
4;due?±a de casa;8;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;24;Bío-Bío
4;Inversionista;2883;VERDADERO;VERDADERO;;35;Valparaíso
4;construcci??n;151;VERDADERO;VERDADERO;;35;Región Metropolitana de Santiago
4;trabajo en la feria de c??lera y fila de casa;3102;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
4;ayudante de cocina;316;VERDADERO;FALSO;;36;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;43;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;26;Región Metropolitana de Santiago
4;nada;251;VERDADERO;FALSO;;19;Atacama
4;maestro;115;VERDADERO;FALSO;;52;La Araucanía
4;jubilada;89;VERDADERO;FALSO;;63;Región Metropolitana de Santiago
4;operador de maquinaria pesada;1020;VERDADERO;FALSO;;36;Libertador General Bernardo OHiggins
4;comerciante;32;VERDADERO;FALSO;;75;Bío-Bío
4;trabajo independiente;341;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;estudiante universitaria;302;VERDADERO;FALSO;;20;Bío-Bío
4;INGENIERO;18;VERDADERO;VERDADERO;;52;Región Metropolitana de Santiago
4;guardia;131;VERDADERO;FALSO;ppinactivos;29;Región Metropolitana de Santiago
4;entrenador;1318;VERDADERO;FALSO;;34;Región Metropolitana de Santiago
4;militar;190;VERDADERO;FALSO;;20;Región Metropolitana de Santiago
4;Sonidista;255;VERDADERO;FALSO;;34;Maule
4;Independiente;72;VERDADERO;FALSO;;45;Antofagasta
4;nada;251;VERDADERO;VERDADERO;;24;Bío-Bío
4;estudiante;2;VERDADERO;FALSO;;26;Bío-Bío
4;empleado;4;VERDADERO;FALSO;;37;Los Ríos
4;sesante;248;VERDADERO;FALSO;;21;Libertador General Bernardo OHiggins
4;trabajador dependiente;24;VERDADERO;VERDADERO;;41;La Araucanía
4;manipuladora de alimentos;322;VERDADERO;VERDADERO;;35;Región Metropolitana de Santiago
4;trabajador;98;VERDADERO;FALSO;;52;Los Lagos
4;Estudiante;2;VERDADERO;FALSO;;25;Región Metropolitana de Santiago
4;solitario;3103;VERDADERO;FALSO;;37;Magallanes y de La Antártica Chilena
4;fortnite;3104;VERDADERO;FALSO;;35;Bío-Bío
4;PROFESOR;64;VERDADERO;FALSO;;70;Los Ríos
4;estudiar;802;VERDADERO;FALSO;;22;Libertador General Bernardo OHiggins
4;mecanico;144;VERDADERO;FALSO;;42;Magallanes y de La Antártica Chilena
4;cesante;41;VERDADERO;FALSO;;18;La Araucanía
4;vendedora;35;VERDADERO;FALSO;;37;Los Lagos
4;Administrativo;67;VERDADERO;FALSO;;46;Los Lagos
4;Independiente;72;VERDADERO;VERDADERO;;39;Región Metropolitana de Santiago
4;t?©cnico;21;VERDADERO;VERDADERO;;32;Los Lagos
4;jubilado;508;VERDADERO;FALSO;;60;Los Lagos
4;maestro pintor;2111;VERDADERO;FALSO;;24;Región Metropolitana de Santiago
4;asistente de la educaci??n;103;VERDADERO;FALSO;;50;Arica y Parinacota
4;cajero y vendedor en una panaderia;3105;VERDADERO;FALSO;;31;Los Lagos
4;Llicenciado en Artes;3106;VERDADERO;FALSO;;31;Región Metropolitana de Santiago
4;tens;53;VERDADERO;FALSO;;22;Bío-Bío
4;nada;251;VERDADERO;FALSO;;29;Región Metropolitana de Santiago
4;trabajador;98;VERDADERO;FALSO;ppinactivos;26;Región Metropolitana de Santiago
4;temporera;1194;VERDADERO;FALSO;;34;Libertador General Bernardo OHiggins
4;IT sec;3107;VERDADERO;FALSO;;36;Valparaíso
4;Estudiante;2;VERDADERO;VERDADERO;;18;Región Metropolitana de Santiago
4;auxiliar de servicio;383;VERDADERO;FALSO;;54;Bío-Bío
4;facilitador intercultural;3108;VERDADERO;FALSO;sms_banner_web;29;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;VERDADERO;;18;Maule
4;trabajando;88;VERDADERO;FALSO;;22;Tarapacá
4;auxiliar de aseo;447;VERDADERO;FALSO;;25;Valparaíso
4;due?±a de casa;8;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;Estudiante universitario;162;VERDADERO;FALSO;;19;Región Metropolitana de Santiago
4;t?©cnico electrico;3049;VERDADERO;FALSO;;39;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;25;Valparaíso
4;nada;251;VERDADERO;VERDADERO;;22;Antofagasta
4;comerciante;32;VERDADERO;FALSO;;56;Bío-Bío
4;maestro sushero;1502;VERDADERO;FALSO;;21;Región Metropolitana de Santiago
4;INGENIERO;18;VERDADERO;FALSO;;48;Tarapacá
4;estudiante;2;VERDADERO;VERDADERO;;20;Los Lagos
4;CONTADOR;113;VERDADERO;FALSO;;56;Magallanes y de La Antártica Chilena
4;Ingeniero industrial;284;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;Parvularia;224;VERDADERO;FALSO;;34;Región Metropolitana de Santiago
4;ch??fer de ambulancia;3109;VERDADERO;FALSO;;56;Los Ríos
4;Ingeniero;18;VERDADERO;FALSO;;42;Región Metropolitana de Santiago
4;inteprener;3110;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;21;Valparaíso
4;independiente;72;VERDADERO;VERDADERO;;38;Región Metropolitana de Santiago
4;chef;196;VERDADERO;FALSO;;29;Maule
4;Estudiante;2;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;auxiliar de farmacia;700;VERDADERO;FALSO;;29;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;VERDADERO;;43;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;VERDADERO;;23;La Araucanía
4;electricista;183;VERDADERO;FALSO;;30;Tarapacá
4;Due?±a de casa;8;VERDADERO;FALSO;;24;Bío-Bío
4;estudiante;2;VERDADERO;FALSO;;20;La Araucanía
4;trabajo;47;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;jefa de hogar;193;VERDADERO;FALSO;;34;Los Lagos
4;estudiante;2;VERDADERO;FALSO;;18;Valparaíso
4;bodeguero;26;VERDADERO;FALSO;ppinactivos;28;Maule
4;nada;251;VERDADERO;FALSO;;24;Tarapacá
4;Desarrollador android;3111;VERDADERO;VERDADERO;;24;Región Metropolitana de Santiago
4;asistente de la educaci??n;103;VERDADERO;FALSO;;40;Libertador General Bernardo OHiggins
4;trabajador;98;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;ppinactivos;18;Bío-Bío
4;chofer;353;VERDADERO;FALSO;;34;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;ppinactivos;42;Maule
4;independiente comercio;3112;VERDADERO;FALSO;;55;Región Metropolitana de Santiago
4;Docente;34;VERDADERO;VERDADERO;;38;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;18;Maule
4;Administraci??n;22;VERDADERO;FALSO;;62;Bío-Bío
4;operario producci??n;3113;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
4;obrero;173;VERDADERO;FALSO;;49;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;21;Región Metropolitana de Santiago
4;PARVULARIA(O);580;VERDADERO;FALSO;;50;La Araucanía
4;Estudiante;2;VERDADERO;FALSO;;20;Región Metropolitana de Santiago
4;comerciante;32;VERDADERO;FALSO;;48;Bío-Bío
4;tecnico instalador de FO;3114;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;23;Los Ríos
4;sub chef;3115;VERDADERO;FALSO;;40;Región Metropolitana de Santiago
4;peluquer??a;1501;VERDADERO;FALSO;;44;Los Lagos
4;trabajador;98;VERDADERO;VERDADERO;ppinactivos;42;Libertador General Bernardo OHiggins
4;periodista;120;VERDADERO;FALSO;;31;Región Metropolitana de Santiago
4;Administrativo;67;VERDADERO;FALSO;;41;Región Metropolitana de Santiago
4;Topografo;311;VERDADERO;FALSO;;38;Bío-Bío
4;cajera caja los heroes;3116;VERDADERO;FALSO;ppinactivos;30;Libertador General Bernardo OHiggins
4;transportista;290;VERDADERO;FALSO;;41;Región Metropolitana de Santiago
4;estudiante universitario;162;VERDADERO;FALSO;;21;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;VERDADERO;;22;Región Metropolitana de Santiago
4;Minero;478;VERDADERO;VERDADERO;;46;Valparaíso
4;estudiante;2;VERDADERO;FALSO;;26;Región Metropolitana de Santiago
4;t?©cnico en aire acondicionado;3117;VERDADERO;FALSO;;34;Región Metropolitana de Santiago
4;El?©ctrico;825;VERDADERO;FALSO;;39;Región Metropolitana de Santiago
4;Independiente;72;VERDADERO;FALSO;;32;Región Metropolitana de Santiago
4;Analista de servicios operacionales;3118;VERDADERO;FALSO;;25;Región Metropolitana de Santiago
4;Empleado;4;VERDADERO;VERDADERO;;31;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;FALSO;;52;Región Metropolitana de Santiago
4;pensionado;292;VERDADERO;FALSO;;63;La Araucanía
4;empleada;155;VERDADERO;FALSO;;61;Región Metropolitana de Santiago
4;MEDICO CIRUJANO;187;VERDADERO;VERDADERO;;45;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;25;Maule
4;agricultor;1267;VERDADERO;FALSO;;65;Maule
4;bartender;49;VERDADERO;VERDADERO;;35;Región Metropolitana de Santiago
4;CONTADOR;113;VERDADERO;FALSO;;61;Región Metropolitana de Santiago
4;ch??fer;632;VERDADERO;FALSO;;31;Valparaíso
4;mueblista;463;VERDADERO;FALSO;;43;Bío-Bío
4;bombero;62;VERDADERO;FALSO;;23;Los Lagos
4;chef;196;VERDADERO;VERDADERO;ppinactivos;28;Libertador General Bernardo OHiggins
4;independiente;72;VERDADERO;FALSO;;33;Valparaíso
4;guardia de seguridad;27;VERDADERO;FALSO;ppinactivos;29;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;FALSO;;43;Bío-Bío
4;PERIODISTA;120;VERDADERO;FALSO;;46;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;20;Región Metropolitana de Santiago
4;recursos humanos;1370;VERDADERO;FALSO;;35;Bío-Bío
4;trabajador;98;VERDADERO;VERDADERO;;39;Región Metropolitana de Santiago
4;desempleado;165;VERDADERO;FALSO;;26;Región Metropolitana de Santiago
4;comerciante;32;VERDADERO;FALSO;;46;Región Metropolitana de Santiago
4;t?©cnico en mantencion;1214;VERDADERO;FALSO;;39;Región Metropolitana de Santiago
4;Estudiante y trabajador;38;VERDADERO;FALSO;;31;Valparaíso
4;ultra andamiero;3119;VERDADERO;FALSO;ppinactivos;34;Región Metropolitana de Santiago
4;comerciante;32;VERDADERO;FALSO;;42;Región Metropolitana de Santiago
4;Inform?°tico;126;VERDADERO;FALSO;;29;Valparaíso
4;Contador;113;VERDADERO;FALSO;;46;Valparaíso
4;ferroviaria;3120;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;gerente de experiencias hospitalidad;3121;VERDADERO;FALSO;;29;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;VERDADERO;;23;Región Metropolitana de Santiago
4;tecnica juridica;3122;VERDADERO;FALSO;;40;Los Ríos
4;tecnico en parvulos;2258;VERDADERO;FALSO;;36;Región Metropolitana de Santiago
4;especialista;1363;VERDADERO;VERDADERO;;28;Región Metropolitana de Santiago
4;microempresas;2495;VERDADERO;VERDADERO;;35;Arica y Parinacota
4;due?±a de casa;8;VERDADERO;FALSO;;38;Maule
4;mecanico;144;VERDADERO;FALSO;;29;Maule
4;Estudiante;2;VERDADERO;VERDADERO;;21;Los Lagos
4;trabajo online;3123;VERDADERO;FALSO;;31;Región Metropolitana de Santiago
4;ejecutivo de ventas de atento para bci creditos de consumo;3124;VERDADERO;VERDADERO;;24;Región Metropolitana de Santiago
4;Casada;1602;VERDADERO;VERDADERO;;43;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;t?©cnico en dise?±o;3125;VERDADERO;VERDADERO;;29;Región Metropolitana de Santiago
4;Musico;579;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;Operador cobranza;3126;VERDADERO;FALSO;;30;Los Lagos
4;otros;60;VERDADERO;FALSO;;47;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;43;Maule
4;piloto;1262;VERDADERO;FALSO;;59;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;22;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;43;Maule
4;jefe de Operaciones de Transportes;3127;VERDADERO;VERDADERO;;51;Valparaíso
4;Student;3091;VERDADERO;VERDADERO;;22;Valparaíso
4;guardia de seguridad;27;VERDADERO;FALSO;;54;Los Lagos
4;Musico;579;VERDADERO;FALSO;;48;Región Metropolitana de Santiago
4;comerciante;32;VERDADERO;FALSO;;51;Libertador General Bernardo OHiggins
4;informatico;17;VERDADERO;FALSO;;47;Región Metropolitana de Santiago
4;auxiliar de aseo;447;VERDADERO;FALSO;;45;Región Metropolitana de Santiago
4;cocinero;107;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;casa;245;VERDADERO;FALSO;;22;Antofagasta
4;estudiante;2;VERDADERO;FALSO;;22;Región Metropolitana de Santiago
4;Vendedor de tienda;2237;VERDADERO;FALSO;ppinactivos;22;Región Metropolitana de Santiago
4;trabajadora dependiente;238;VERDADERO;FALSO;;37;Región Metropolitana de Santiago
4;Electromec?°nico;1674;VERDADERO;FALSO;;60;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;VERDADERO;;18;Bío-Bío
4;due?±a de casa;8;VERDADERO;FALSO;;27;Maule
4;desempleo;3128;VERDADERO;VERDADERO;;35;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;VERDADERO;;48;Región Metropolitana de Santiago
4;Jubilado;508;VERDADERO;FALSO;;66;Coquimbo
4;Ingeniero;18;VERDADERO;FALSO;;49;Región Metropolitana de Santiago
4;conductor;220;VERDADERO;VERDADERO;;42;Maule
4;independiente;72;VERDADERO;FALSO;;52;Maule
4;estudiante;2;VERDADERO;FALSO;;20;La Araucanía
4;operador envasador;3129;VERDADERO;VERDADERO;;32;Región Metropolitana de Santiago
4;administrativa;45;VERDADERO;VERDADERO;;39;Región Metropolitana de Santiago
4;Ingeniero Comercial;108;VERDADERO;FALSO;;40;Región Metropolitana de Santiago
4;practicante;589;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;COMUNICADOR SOCIAL;185;VERDADERO;FALSO;;60;Antofagasta
4;tecnico audiovisual;3130;VERDADERO;VERDADERO;;54;Región Metropolitana de Santiago
4;servidor publico;3131;VERDADERO;VERDADERO;;22;La Araucanía
4;cesante;41;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
4;ingeniero;18;VERDADERO;FALSO;;54;Atacama
4;Publicista;74;VERDADERO;VERDADERO;;25;Bío-Bío
4;sin trabajo;199;VERDADERO;FALSO;;25;Región Metropolitana de Santiago
4;operario;349;VERDADERO;FALSO;;56;Bío-Bío
4;Desempleada;116;VERDADERO;FALSO;;27;Los Lagos
4;Estudiante;2;VERDADERO;FALSO;;32;Coquimbo
4;independiente;72;VERDADERO;FALSO;;46;Los Ríos
4;construcci??n;151;VERDADERO;FALSO;;51;Los Ríos
4;estudiante;2;VERDADERO;FALSO;;21;Bío-Bío
4;Administraci??n;22;VERDADERO;FALSO;;30;Antofagasta
4;chofer;353;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;trabajo;47;VERDADERO;FALSO;;48;Región Metropolitana de Santiago
4;trabajador;98;VERDADERO;FALSO;;37;La Araucanía
4;administrativo;67;VERDADERO;FALSO;;30;Valparaíso
4;due?±a de casa;8;VERDADERO;FALSO;;28;Maule
4;vendedor;70;VERDADERO;FALSO;;30;Antofagasta
4;SECRETARIA(O);133;VERDADERO;FALSO;;45;Región Metropolitana de Santiago
4;empleado;4;VERDADERO;VERDADERO;ppinactivos;29;Región Metropolitana de Santiago
4;t?©cnico en electricidad;3132;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;Empleado P??blico;156;VERDADERO;FALSO;;47;Región Metropolitana de Santiago
4;Barista;1053;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;operador de maquinaria pesada;1020;VERDADERO;FALSO;;45;La Araucanía
4;cesante;41;VERDADERO;FALSO;;26;Región Metropolitana de Santiago
4;operador planta;3133;VERDADERO;FALSO;;39;Coquimbo
4;asesor;404;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;24;Región Metropolitana de Santiago
4;ninguna;244;VERDADERO;FALSO;;40;Región Metropolitana de Santiago
4;ama de casa;219;VERDADERO;FALSO;;23;Coquimbo
4;due?±a de casa;8;VERDADERO;FALSO;;33;Los Lagos
4;estudiante universitario;162;VERDADERO;FALSO;;20;Maule
4;Ingeniero Comercial;108;VERDADERO;FALSO;;39;Coquimbo
4;Electricista;183;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;administrativo;67;VERDADERO;FALSO;;29;Los Lagos
4;Estudiante;2;VERDADERO;VERDADERO;;28;Valparaíso
4;chofer de reparto en ferreter??as Paniahue;3134;VERDADERO;FALSO;;56;Libertador General Bernardo OHiggins
4;estudiante;2;VERDADERO;VERDADERO;;33;Tarapacá
4;empresaria;357;VERDADERO;FALSO;;56;Antofagasta
4;maestro;115;VERDADERO;FALSO;;39;Bío-Bío
4;guardia de seguridad;27;VERDADERO;FALSO;;22;Los Lagos
4;inform?°tico;126;VERDADERO;FALSO;;55;Región Metropolitana de Santiago
4;tec constructor;3135;VERDADERO;FALSO;;25;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;VERDADERO;;21;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;21;Región Metropolitana de Santiago
4;taxista;1188;VERDADERO;FALSO;;36;Región Metropolitana de Santiago
4;desenpleada;3136;VERDADERO;FALSO;;58;Bío-Bío
4;operador de gr??a;817;VERDADERO;FALSO;;36;Región Metropolitana de Santiago
4;construccion;479;VERDADERO;FALSO;;30;Magallanes y de La Antártica Chilena
4;estudiante;2;VERDADERO;VERDADERO;;21;Región Metropolitana de Santiago
4;Artista Digital;2893;VERDADERO;FALSO;;34;Región Metropolitana de Santiago
4;trabajador p??blico;1932;VERDADERO;FALSO;;29;Bío-Bío
4;trazador/ universitario;3137;VERDADERO;VERDADERO;;30;Región Metropolitana de Santiago
4;Due?±a de casa;8;VERDADERO;FALSO;;42;La Araucanía
4;ama de casa;219;VERDADERO;FALSO;;26;Región Metropolitana de Santiago
4;SECRETARIA(O);133;VERDADERO;FALSO;;59;Región Metropolitana de Santiago
4;agricultor;1267;VERDADERO;FALSO;;43;Arica y Parinacota
4;guardia;131;VERDADERO;FALSO;;23;Libertador General Bernardo OHiggins
4;Consultor de Negocios;2711;VERDADERO;FALSO;;70;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;44;Región Metropolitana de Santiago
4;t?©cnico en refrijeracion industria;3138;VERDADERO;FALSO;;54;Región Metropolitana de Santiago
4;super heroe;3139;VERDADERO;FALSO;;24;Antofagasta
4;guardia de seguridad;27;VERDADERO;VERDADERO;;28;Coquimbo
4;cajera;221;VERDADERO;FALSO;;23;Libertador General Bernardo OHiggins
4;estudiante;2;VERDADERO;FALSO;;21;Maule
4;particular;123;VERDADERO;FALSO;;73;Antofagasta
4;estilista;181;VERDADERO;FALSO;;52;Región Metropolitana de Santiago
4;administrativo;67;VERDADERO;FALSO;;44;Valparaíso
4;TECNICO DE NIVEL SUPERIOR EN ENFERMERIA;159;VERDADERO;FALSO;;30;Atacama
4;TECNICO DE NIVEL SUPERIOR EN ENFERMERIA;159;VERDADERO;FALSO;;36;Arica y Parinacota
4;educadora de parvulos;966;VERDADERO;VERDADERO;;36;Región Metropolitana de Santiago
4;Cesante;41;VERDADERO;VERDADERO;;32;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;VERDADERO;;21;Región Metropolitana de Santiago
4;administrador de empresas;240;VERDADERO;FALSO;;43;Región Metropolitana de Santiago
4;administrativo;67;VERDADERO;FALSO;;57;Valparaíso
4;cesante;41;VERDADERO;FALSO;;37;Bío-Bío
4;operaci??;3140;VERDADERO;FALSO;;33;Región Metropolitana de Santiago
4;aseadora;1086;VERDADERO;FALSO;;44;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;VERDADERO;;24;Maule
4;due?±a de casa;8;VERDADERO;FALSO;;47;Región Metropolitana de Santiago
4;Trabajador dependiente;24;VERDADERO;VERDADERO;;21;Región Metropolitana de Santiago
4;brogadista;3141;VERDADERO;VERDADERO;;23;Maule
4;Ingeniero;18;VERDADERO;FALSO;;55;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;21;Región Metropolitana de Santiago
4;ch??fer profesional;1077;VERDADERO;FALSO;;67;Los Lagos
4;independiente;72;VERDADERO;VERDADERO;;32;Bío-Bío
4;t?©cnico en mantenimiento;3142;VERDADERO;FALSO;;41;Bío-Bío
4;maestro;115;VERDADERO;FALSO;;33;Región Metropolitana de Santiago
4;trabajo;47;VERDADERO;FALSO;;31;Región Metropolitana de Santiago
4;Independiente;72;VERDADERO;VERDADERO;;26;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;VERDADERO;ppinactivos;34;Región Metropolitana de Santiago
4;obrero;173;VERDADERO;FALSO;;45;Libertador General Bernardo OHiggins
4;Cocinero;107;VERDADERO;FALSO;;37;Región Metropolitana de Santiago
4;ayudante de liniero;3143;VERDADERO;FALSO;;19;Los Lagos
4;due?±a de casa;8;VERDADERO;FALSO;;30;Maule
4;estudiante;2;VERDADERO;FALSO;;26;Bío-Bío
4;Estudiante;2;VERDADERO;VERDADERO;;21;Región Metropolitana de Santiago
4;Productor de eventos;1721;VERDADERO;FALSO;;42;Antofagasta
4;electrico;323;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;Ingeniero industrial;284;VERDADERO;FALSO;;26;Bío-Bío
4;uniformado;3144;VERDADERO;FALSO;;20;Valparaíso
4;estudiante;2;VERDADERO;VERDADERO;;30;Región Metropolitana de Santiago
4;operario;349;VERDADERO;FALSO;;51;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;VERDADERO;;23;Magallanes y de La Antártica Chilena
4;montajista Industrial;3145;VERDADERO;FALSO;;48;Valparaíso
4;abogado;104;VERDADERO;FALSO;;48;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;VERDADERO;;30;Valparaíso
4;t?©cnico en enfermer??a;471;VERDADERO;VERDADERO;;42;Región Metropolitana de Santiago
4;Docente;34;VERDADERO;VERDADERO;;54;La Araucanía
4;Educadora de Parvulos;966;VERDADERO;FALSO;;48;Antofagasta
4;contador;113;VERDADERO;FALSO;;31;Valparaíso
4;Estudiante;2;VERDADERO;VERDADERO;;29;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;21;Bío-Bío
4;Administrativo;67;VERDADERO;FALSO;;43;Los Lagos
4;estudiante;2;VERDADERO;VERDADERO;;28;Región Metropolitana de Santiago
4;Ingeniero en Inform?°tica;360;VERDADERO;FALSO;;36;Región Metropolitana de Santiago
4;cesante;41;VERDADERO;FALSO;;28;Libertador General Bernardo OHiggins
4;duesa de casa;3146;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;VERDADERO;;23;Región Metropolitana de Santiago
4;ejecutiva call center;280;VERDADERO;FALSO;;34;Valparaíso
4;conductor;220;VERDADERO;FALSO;;31;Valparaíso
4;Guardia de seguridad;27;VERDADERO;FALSO;;27;Valparaíso
4;ggss;358;VERDADERO;VERDADERO;;32;Los Ríos
4;t?©cnico en parvulo;1296;VERDADERO;FALSO;;29;Tarapacá
4;tecnico constructor;3147;VERDADERO;FALSO;;21;Maule
4;estudiante;2;VERDADERO;VERDADERO;;22;Bío-Bío
4;PROFESOR;64;VERDADERO;FALSO;;75;Los Ríos
4;operador;150;VERDADERO;VERDADERO;;28;Región Metropolitana de Santiago
4;Bartender;49;VERDADERO;FALSO;;28;Valparaíso
4;estudiante;2;VERDADERO;VERDADERO;;22;Valparaíso
4;PROFESOR;64;VERDADERO;FALSO;;63;Los Lagos
4;conductor;220;VERDADERO;FALSO;ppinactivos;48;Región Metropolitana de Santiago
4;Cajera;221;VERDADERO;VERDADERO;;33;Bío-Bío
4;SECRETARIA(O);133;VERDADERO;FALSO;;54;Maule
4;Duela de Casa;2262;VERDADERO;FALSO;;33;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;VERDADERO;;31;Región Metropolitana de Santiago
4;Ingeniero Inform?°tico;216;VERDADERO;VERDADERO;;34;Región Metropolitana de Santiago
4;ninguna;244;VERDADERO;FALSO;;34;Coquimbo
4;trabajador dependiente;24;VERDADERO;FALSO;;24;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;19;Los Lagos
4;estudiante;2;VERDADERO;FALSO;;18;Valparaíso
4;secretaria;46;VERDADERO;FALSO;;48;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;VERDADERO;ppinactivos;24;Arica y Parinacota
4;Operador CCTV;263;VERDADERO;FALSO;;56;Región Metropolitana de Santiago
4;garzona de restaurant;3148;VERDADERO;FALSO;;24;Los Lagos
4;independiente;72;VERDADERO;FALSO;;26;Región Metropolitana de Santiago
4;ejecutivo comercial;991;VERDADERO;VERDADERO;;43;Región Metropolitana de Santiago
4;Guardia de seguridad;27;VERDADERO;FALSO;;43;Región Metropolitana de Santiago
4;trabajadora independiente;39;VERDADERO;FALSO;;45;Los Lagos
4;Ingeniero Inform?°tico;216;VERDADERO;FALSO;;29;Región Metropolitana de Santiago
4;comercial;1238;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;trabajador;98;VERDADERO;FALSO;;26;Valparaíso
4;cocinero;107;VERDADERO;FALSO;;50;Valparaíso
4;emprendedor;441;VERDADERO;VERDADERO;;47;Los Lagos
4;Comunicaciones;2048;VERDADERO;VERDADERO;;51;Región Metropolitana de Santiago
4;t?©cnico construccion;3149;VERDADERO;FALSO;;39;Los Lagos
4;trabajador dependiente;24;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
